"disaster_number","declaration_date","state","declaration_type","incident_type","declaration_title","incident_begin_date","incident_end_date","designated_area"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Clark (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Chenango (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Allegany (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Delaware (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Essex (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Comanche (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Kearny (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Doniphan (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Logan (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Meade (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Pawnee (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Scott (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Wabaunsee (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Wallace (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Washington (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Saunders (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Nemaha (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Scotts Bluff (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Thomas (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Fillmore (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Dawson (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Holt (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Clay (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Howard (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Dakota (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Lincoln (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","McPherson (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Nance (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Screven (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Boyd (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Thomas (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Walton (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Washington (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Suwannee (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Escambia (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Taylor (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Union (County)"
4820,"2024-09-20","CT","DR","Severe Storm","SEVERE STORM, FLOODING, LANDSLIDES, AND MUDSLIDES","2024-08-18","2024-08-19","Fairfield (County)(in PMSA 1160,1930,5760,8040)"
4819,"2024-09-20","IL","DR","Flood","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODNG","2024-07-13","2024-07-16","St. Clair (County)"
4820,"2024-09-20","CT","DR","Severe Storm","SEVERE STORM, FLOODING, LANDSLIDES, AND MUDSLIDES","2024-08-18","2024-08-19","Litchfield (County)(in (P)MSA 1170,1930,3280,8880)"
4820,"2024-09-20","CT","DR","Severe Storm","SEVERE STORM, FLOODING, LANDSLIDES, AND MUDSLIDES","2024-08-18","2024-08-19","New Haven (County)(in (P)MSA 1160,5480,8880)"
4819,"2024-09-20","IL","DR","Flood","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODNG","2024-07-13","2024-07-16","Cook (County)"
4819,"2024-09-20","IL","DR","Flood","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODNG","2024-07-13","2024-07-16","Henry (County)"
4819,"2024-09-20","IL","DR","Flood","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODNG","2024-07-13","2024-07-16","Fulton (County)"
4819,"2024-09-20","IL","DR","Flood","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODNG","2024-07-13","2024-07-16","Winnebago (County)"
4818,"2024-09-20","NY","DR","Tropical Storm","SEVERE STORM AND FLOODING","2024-08-08","2024-08-10","St. Regis Mohawk Indian Reservation"
4819,"2024-09-20","IL","DR","Flood","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODNG","2024-07-13","2024-07-16","Washington (County)"
4819,"2024-09-20","IL","DR","Flood","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODNG","2024-07-13","2024-07-16","Will (County)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","St. Tammany (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Lafourche (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","St. Charles (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Jefferson (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","St. James (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","West Feliciana (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Ascension (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Assumption (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","St. John the Baptist (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Tangipahoa (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","St. Mary (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Washington (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Terrebonne (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","East Baton Rouge (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Iberville (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Livingston (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Orleans (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","East Feliciana (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","Plaquemines (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","St. Martin (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","St. Helena (Parish)"
4817,"2024-09-16","LA","DR","Hurricane","HURRICANE FRANCINE","2024-09-09","2024-09-12","St. Bernard (Parish)"
4816,"2024-09-11","VT","DR","Flood","SEVERE STORMS AND FLOODING","2024-08-22","2024-08-24","Lamoille (County)"
5538,"2024-09-11","CA","FM","Fire","AIRPORT FIRE","2024-09-11","2024-09-21","Riverside (County)"
5537,"2024-09-11","CA","FM","Fire","BRIDGE FIRE","2024-09-10","2024-09-24","Los Angeles (County)"
5537,"2024-09-11","CA","FM","Fire","BRIDGE FIRE","2024-09-10","2024-09-24","San Bernardino (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Sullivan (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Tioga (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Union (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Susquehanna (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Wyoming (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Wayne (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Elk (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Cameron (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Clearfield (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Indiana (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Lycoming (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Potter (County)"
4815,"2024-09-11","PA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-09","2024-08-10","Cambria (County)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Webster (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","West Baton Rouge (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Washington (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","West Carroll (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Union (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Vermilion (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Vernon (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","West Feliciana (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. Tammany (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Tangipahoa (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. Mary (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Tensas (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. Landry (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Terrebonne (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. Martin (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Winn (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. Bernard (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. Charles (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Sabine (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. Helena (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Rapides (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Red River (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Richland (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. James (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Plaquemines (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","St. John the Baptist (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Pointe Coupee (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Natchitoches (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","La Salle (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Lincoln (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Orleans (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Livingston (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Ouachita (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Madison (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Lafayette (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Lafourche (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Jefferson Davis (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Morehouse (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","East Carroll (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","East Feliciana (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Evangeline (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Iberville (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Grant (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Iberia (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Franklin (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","East Baton Rouge (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Concordia (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Claiborne (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Cameron (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","De Soto (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Catahoula (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Jackson (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Caddo (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Acadia (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Allen (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Ascension (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Assumption (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Avoyelles (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Beauregard (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Bossier (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Calcasieu (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Caldwell (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Jefferson (Parish)"
3614,"2024-09-10","LA","EM","Hurricane","TROPICAL STORM FRANCINE","2024-09-10","2024-09-12","Bienville (Parish)"
5536,"2024-09-08","CA","FM","Fire","BOYLES FIRE","2024-09-08","2024-09-11","Lake (County)"
5534,"2024-09-07","OR","FM","Fire","RAIL RIDGE FIRE","2024-09-02","","Wheeler (County)"
5534,"2024-09-07","OR","FM","Fire","RAIL RIDGE FIRE","2024-09-02","","Grant (County)"
5534,"2024-09-07","OR","FM","Fire","RAIL RIDGE FIRE","2024-09-02","","Crook (County)"
5533,"2024-09-07","NV","FM","Fire","DAVIS FIRE","2024-09-07","2024-09-15","Washoe (County)"
5535,"2024-09-07","CA","FM","Fire","LINE FIRE","2024-09-07","2024-10-12","San Bernardino (County)"
5532,"2024-09-02","OR","FM","Fire","COPPERFIELD FIRE","2024-09-01","","Klamath (County)"
4814,"2024-08-29","NY","DR","Flood","SEVERE STORM, TORNADOES, AND FLOODING","2024-07-10","2024-07-11","Essex (County)"
4814,"2024-08-29","NY","DR","Flood","SEVERE STORM, TORNADOES, AND FLOODING","2024-07-10","2024-07-11","Hamilton (County)"
4814,"2024-08-29","NY","DR","Flood","SEVERE STORM, TORNADOES, AND FLOODING","2024-07-10","2024-07-11","Cortland (County)"
4814,"2024-08-29","NY","DR","Flood","SEVERE STORM, TORNADOES, AND FLOODING","2024-07-10","2024-07-11","Lewis (County)"
4814,"2024-08-29","NY","DR","Flood","SEVERE STORM, TORNADOES, AND FLOODING","2024-07-10","2024-07-11","St. Lawrence (County)"
3613,"2024-08-25","NY","EM","Severe Storm","SEVERE STORM AND FLOODING","2024-08-18","2024-08-19","Suffolk (County)"
